A1   -   1º PEL / 1ª CIA,
Nº,NOTA
A1-1006,"9,8"
A1-1009,B A I X A
A1-1011,"8,9"
A1-1117,"8,2"
A1-1118,"6,5"
A1-1016,9
A1-1019,10
A1-1020,"9,3"
A1-1023,10
A1-1024,10
A1-1025,10
A1-1030,9
A1-1035,10
A1-1037,"9,5"
A1-1040,9
A1-1041,"9,7"
A1-1045,"7,2"
A1-1048,"8,2"
A1-1050,"9,5"
A1-1051,10
A1-1052,"9,5"
A1-1167,"7,5"
A1-1169,"7,9"
A1-1171,"6,9"
A1-1172,"9,5"
E1   -   2º PEL / 1ª CIA,
Nº,NOTA
E1-1002,10
E1-1003,10
E1-1008,10
E1-1010,10
E1-1012,10
E1-1014,10
E1-1018,9
E1-1027,"9,5"
E1-1029,10
E1-1033,"9,5"
E1-1034,10
E1-1036,"8,5"
E1-1042,7
E1-1043,10
E1-1044,"9,5"
E1-1057,9
E1-1058,8
E1-1001,8
E1-1154,10
E1-1155,"8,5"
E1-1156,10
E1-1157,"9,5"
E1-1158,"7,8"
E1-1153,9
E1-1170,"9,5"
M1   -   4º PEL / 1ª CIA,
Nº,NOTA
M1-1004,"9,5"
M1-1005,"9,4"
M1-1007,10
M1-1013,"9,5"
M1-1015,10
M1-1021,9
M1-1022,"7,3"
M1-1026,"8,8"
M1-1028,"7,7"
M1-1031,"8,9"
M1-1032,"9,5"
M1-1038,"9,5"
M1-1039,10
M1-1046,10
M1-1047,"8,9"
M1-1049,"8,5"
M1-1059,10
M1-1061,"9,5"
M1-1062,"5,8"
M1-1064,B A I X A
M1-1066,9
M1-1167,"5,2"
M1-1169,"7,5"
M1-1164,8
M1-1166,8
M1-1177,6
A2   -   1º PEL / 2ª CIA,
Nº,NOTA
A2-2053,8
A2-2054,"9,3"
A2-2055,"9,1"
A2-2056,"6,7"
A2-2060,"8,8"
A2-2063,"9,5"
A2-2065,8
A2-2068,"8,5"
A2-2070,"6,5"
A2-2071,9
A2-2074,"9,5"
A2-2076,"9,3"
A2-2077,"9,3"
A2-2079,"8,8"
A2-2084,"7,9"
A2-2087,"7,3"
A2-2089,10
A2-2092,"5,5"
A2-2094,"6,3"
A2-2102,10
A2-2110,"6,5"
A2-2113,"8,2"
A2-2173,"9,3"
A2-2174,"9,7"
E2   -   3º PEL / 1ª CIA,
Nº,NOTA
E2-2073,"7,3"
E2-2075,9
E2-2078,8
E2-2082,"5,5"
E2-2083,"9,85"
E2-2088,"8,8"
E2-2096,"5,8"
E2-2097,9
E2-2099,10
E2-2101,7
E2-2103,9
E2-2104,10
E2-2105,"6,8"
E2-2106,"6,85"
E2-2107,"9,3"
E2-2108,"8,5"
E2-2111,"9,5"
E2-2112,9
E2-2114,"7,8"
E2-2115,9
E2-1159,9
E2-2160,"7,5"
E2-2161,6
E2-2162,8
E2-2175,"4,8"
M2   -   3º PEL / 2ª CIA,
Nº,NOTA
M2-2072,"9,5"
M2-2080,10
M2-2081,9
M2-2085,10
M2-2086,"8,8"
M2-2090,10
M2-2091,8
M2-2093,9
M2-2095,"8,2"
M2-2098,"8,5"
M2-2100,"9,2"
M2-2109,"7,5"
M2-2119,"9,2"
M2-2120,10
M2-2121,"8,5"
M2-2122,"9,5"
M2-2123,9
M2-2124,"8,5"
M2-2128,9
M2-2132,10
M2-2134,"9,1"
M2-2135,9
M2-2139,10
M2-2141,B A I X A
M2-2165,10
M2-2168,"8,2"
E3   -   2º PEL / 2ª CIA,
Nº,NOTA
E3-1116,"8,7"
E3-1125,"9,7"
E3-1126,"8,8"
E3-1127,"8,7"
E3-1129,10
E3-1130,"9,1"
E3-1131,"9,5"
E3-1133,"7,5"
E3-1136,"8,3"
E3-1137,"8,2"
E3-1138,"7,4"
E3-1139,"8,5"
E3-1140,10
E3-1142,"9,2"
E3-1143,"9,5"
E3-1144,"9,8"
E3-1145,10
E3-1146,"8,3"
E3-1147,"7,9"
E3-1148,"7,3"
E3-1149,"8,5"
E3-1150,10
E3-1151,"9,7"
E3-1152,"8,88"
E3-1176,9
