 1º PEL / 1ª CIA,,
ÁREA,Nº,NOTA
ELET,1-1034,3
ELET,1-1057,3
ELET,1-1089,3
ELET,1-1138,3
ELET,1-1222,
ELET,1-1246,3
ELET,1-1268,3
ELET,1-1346,3
ELET,1-1372,3
ELET,1-1388,3
ELET,1-1411,3
ELET,1-1423,3
ELET,1-1434,3
ELET,1-1443,3
ELET,1-1478,3
ELET,1-1484,3
ELET,1-1503,3
ELET,1-1508,3
ELET,1-1516,3
ELET,1-1541,3
ELET,1-1543,3
ELET,1-1549,3
ELET,1-1563,3
ELET,1-1587,3
3º PEL / 1ª CIA,,
ÁREA,Nº,TRAB
APOIO,1-3011,3
APOIO,1-3018,3
APOIO,1-3059,3
APOIO,1-3101,3
APOIO,1-3126,3
APOIO,1-3164,3
APOIO,1-3207,3
APOIO,1-3212,3
APOIO,1-3233,3
APOIO,1-3243,3
APOIO,1-3281,3
APOIO,1-3302,3
APOIO,1-3328,3
APOIO,1-3359,3
APOIO,1-3387,3
APOIO,1-3402,3
APOIO,1-3426,3
APOIO,1-3445,3
APOIO,1-3465,3
APOIO,1-3493,3
APOIO,1-3506,3
APOIO,1-3656,3
2º PEL / 2ª CIA,,
ÁREA,Nº,TRAB
ELET,2-2009,"2,8"
ELET,2-2033,3
ELMEC,2-2063,"2,8"
ELET,2-2074,3
ELET,2-2123,3
ELET,2-2137,3
ELMEC,2-2159,"2,8"
ELMEC,2-2201,
ELET,2-2238,"2,9"
ELMEC,2-2256,3
ELET,2-2266,3
ELMEC,2-2267,"2,8"
ELMEC,2-2273,"2,9"
ELMEC,2-2309,"2,9"
ELET,2-2370,3
ELMEC,2-2374,"2,9"
ELET,2-2383,"2,9"
ELET,2-2396,"2,9"
ELMEC,2-2415,3
ELMEC,2-2430,"2,8"
ELMEC,2-2451,"2,9"
ELMEC,2-2470,3
ELMEC,2-2486,"2,9"
ELMEC,2-2663,"2,9"
 2º PEL / 1ª CIA,,
ÁREA,Nº,TRAB
ELET,1-2025,3
ELET,1-2069,3
ELET,1-2118,3
ELET,1-2134,3
ELET,1-2172,3
ELET,1-2227,3
ELET,1-2249,3
ELET,1-2373,3
ELET,1-2390,3
ELET,1-2413,3
ELET,1-2437,3
ELET,1-2447,3
ELET,1-2480,3
ELET,1-2501,3
ELET,1-2505,3
ELET,1-2509,3
ELET,1-2524,3
ELET,1-2535,3
ELET,1-2539,3
ELET,1-2542,3
ELET,1-2544,
ELET,1-2561,3
1º PEL / 2ª CIA,,
ÁREA,Nº,TRAB
APOIO,2-1038,3
APOIO,2-1088,3
APOIO,2-1139,3
APOIO,2-1158,3
APOIO,2-1203,3
APOIO,2-1211,3
APOIO,2-1219,3
APOIO,2-1239,3
APOIO,2-1253,3
APOIO,2-1282,3
APOIO,2-1304,3
APOIO,2-1321,3
APOIO,2-1347,3
APOIO,2-1385,3
APOIO,2-1455,3
APOIO,2-1463,3
APOIO,2-1483,3
APOIO,2-1502,
APOIO,2-1620,3
APOIO,2-1640,3
APOIO,2-1651,3
APOIO,2-1665,3
APOIO,2-1668,3
3º PEL / 2ª CIA,,
ÁREA,Nº,TRAB
ELMEC,2-3105,3
ELMEC,2-3244,3
ELMEC,2-3261,3
ELMEC,2-3272,3
ELMEC,2-3337,3
ELMEC,2-3375,3
ELMEC,2-3421,3
ELMEC,2-3449,3
ELMEC,2-3462,3
ELMEC,2-3475,3
ELMEC,2-3488,3
ELMEC,2-3496,3
ELMEC,2-3511,3
ELMEC,2-3513,3
ELMEC,2-3514,3
ELMEC,2-3519,3
ELMEC,2-3520,3
ELMEC,2-3532,3
ELMEC,2-3533,3
ELMEC,2-3545,3
ELMEC,2-3551,3
ELMEC,2-3557,3
ELMEC,2-3633,3
