 1º PEL / 1ª CIA,,
ÁREA,Nº,NOTA
ELET,1-1034,"6,5"
ELET,1-1057,9
ELET,1-1089,"9,5"
ELET,1-1138,"7,5"
ELET,1-1222,B A I X A
ELET,1-1246,"8,5"
ELET,1-1268,7
ELET,1-1346,9
ELET,1-1372,"5,5"
ELET,1-1388,6
ELET,1-1411,7
ELET,1-1423,"7,5"
ELET,1-1434,"6,5"
ELET,1-1443,7
ELET,1-1478,"6,5"
ELET,1-1484,"8,5"
ELET,1-1503,"9,5"
ELET,1-1508,"9,5"
ELET,1-1516,"7,5"
ELET,1-1541,"7,5"
ELET,1-1543,"9,5"
ELET,1-1549,"8,5"
ELET,1-1563,"9,5"
ELET,1-1587,5
3º PEL / 1ª CIA,,
ÁREA,Nº,NOTA
APOIO,1-3011,"9,5"
APOIO,1-3018,9
APOIO,1-3059,"9,5"
APOIO,1-3101,"9,5"
APOIO,1-3126,"8,5"
APOIO,1-3164,8
APOIO,1-3207,10
APOIO,1-3212,"8,5"
APOIO,1-3233,"8,5"
APOIO,1-3243,"8,5"
APOIO,1-3281,9
APOIO,1-3302,"8,5"
APOIO,1-3328,9
APOIO,1-3359,"7,5"
APOIO,1-3387,"8,5"
APOIO,1-3402,6
APOIO,1-3426,6
APOIO,1-3445,8
APOIO,1-3465,5
APOIO,1-3493,8
APOIO,1-3506,7
APOIO,1-3656,"9,5"
2º PEL / 2ª CIA,,
ÁREA,Nº,NOTA
ELET,2-2009,10
ELET,2-2033,10
ELMEC,2-2063,8
ELET,2-2074,"6,5"
ELET,2-2123,"8,5"
ELET,2-2137,"9,5"
ELMEC,2-2159,"9,5"
ELMEC,2-2201,B A I X A
ELET,2-2238,8
ELMEC,2-2256,"9,5"
ELET,2-2266,10
ELMEC,2-2267,7
ELMEC,2-2273,8
ELMEC,2-2309,9
ELET,2-2370,"9,5"
ELMEC,2-2374,"8,5"
ELET,2-2383,"8,5"
ELET,2-2396,"6,5"
ELMEC,2-2415,"6,5"
ELMEC,2-2430,"7,5"
ELMEC,2-2451,"6,5"
ELMEC,2-2470,"7,65"
ELMEC,2-2486,7
ELMEC,2-2663,"8,5"
2º PEL / 1ª CIA,,
ÁREA,Nº,NOTA
ELET,1-2025,"6,5"
ELET,1-2069,10
ELET,1-2118,9
ELET,1-2134,9
ELET,1-2172,"8,5"
ELET,1-2227,"9,5"
ELET,1-2249,7
ELET,1-2373,8
ELET,1-2390,"9,5"
ELET,1-2413,"8,5"
ELET,1-2437,8
ELET,1-2447,9
ELET,1-2480,"9,5"
ELET,1-2501,8
ELET,1-2505,"8,5"
ELET,1-2509,"8,5"
ELET,1-2524,"8,5"
ELET,1-2535,"8,5"
ELET,1-2539,8
ELET,1-2542,"8,5"
ELET,1-2544,"9,5"
ELET,1-2561,"7,5"
1º PEL / 2ª CIA,,
ÁREA,Nº,NOTA
APOIO,2-1038,9
APOIO,2-1088,8
APOIO,2-1139,8
APOIO,2-1158,"7,5"
APOIO,2-1203,"8,5"
APOIO,2-1211,9
APOIO,2-1219,8
APOIO,2-1239,8
APOIO,2-1253,"8,5"
APOIO,2-1282,8
APOIO,2-1304,7
APOIO,2-1321,"9,5"
APOIO,2-1347,7
APOIO,2-1385,"9,5"
APOIO,2-1455,"9,5"
APOIO,2-1463,7
APOIO,2-1483,9
APOIO,2-1502,B A I X A
APOIO,2-1620,"6,5"
APOIO,2-1640,6
APOIO,2-1651,"7,5"
APOIO,2-1665,7
APOIO,2-1668,"4,5"
3º PEL / 2ª CIA,,
ÁREA,Nº,NOTA
ELMEC,2-3105,8
ELMEC,2-3244,"7,5"
ELMEC,2-3261,"8,5"
ELMEC,2-3272,"8,5"
ELMEC,2-3337,"9,5"
ELMEC,2-3375,7
ELMEC,2-3421,9
ELMEC,2-3449,10
ELMEC,2-3462,7
ELMEC,2-3475,9
ELMEC,2-3488,"9,5"
ELMEC,2-3496,"5,5"
ELMEC,2-3511,8
ELMEC,2-3513,5
ELMEC,2-3514,6
ELMEC,2-3519,"8,5"
ELMEC,2-3520,9
ELMEC,2-3532,5
ELMEC,2-3533,7
ELMEC,2-3545,"8,5"
ELMEC,2-3551,6
ELMEC,2-3557,"7,5"
ELMEC,2-3633,"8,5"
