A1   -   1º PEL / 1ª CIA,
Nº,NOTA
A1-1009,3
A1-1027,3
A1-1068,3
A1-1169,3
A1-1202,3
A1-1218,"2,9"
A1-1247,"2,9"
A1-1275,"2,9"
A1-1308,"2,9"
A1-1327,"2,9"
A1-1342,"2,9"
A1-1392,"2,9"
A1-1421,"2,9"
A1-1469,"2,9"
A1-1745,"2,9"
A1-1756,"2,8"
A1-1758,"2,8"
A1-1761,"2,8"
A1-1762,"2,8"
E1   -   2º PEL / 1ª CIA,
Nº,TRAB
E1-1016,"2,9"
E1-1050,"2,9"
E1-1063,"2,9"
E1-1079,"2,9"
E1-1213,"2,9"
E1-1261,"2,9"
E1-1286,"2,9"
E1-1462,"2,9"
E1-1484,"2,9"
E1-1561,"2,9"
E1-1597,"2,8"
E1-1612,"2,8"
E1-1649,3
E1-1670,"2,9"
E1-1678,"2,8"
E1-1700,"2,8"
E1-1714,"2,8"
E1-1737,"2,8"
E1-1748,3
E1-1754,3
E1-1767,3
E1-1769,3
M1   -   4º PEL / 1ª CIA,
Nº,TRAB
M1-1058,3
M1-1083,"2,8"
M1-1117,3
M1-1129,3
M1-1171,3
M1-1220,3
M1-1250,3
M1-1272,"2,9"
M1-1368,3
M1-1437,3
M1-1447,3
M1-1502,3
M1-1506,3
M1-1540,3
M1-1555,3
M1-1586,"2,8"
M1-1623,"2,8"
M1-1759,3
M1-1763,3
M1-1764,"2,8"
M1-1775,3
A2   -   1º PEL / 2ª CIA,
Nº,TRAB
A2-2067,"2,8"
A2-2088,"2,8"
A2-2151,"2,9"
A2-2180,"2,8"
A2-2198,"2,8"
A2-2235,"2,8"
A2-2266,"2,8"
A2-2280,"2,8"
A2-2290,"2,9"
A2-2312,"2,9"
A2-2366,"2,8"
A2-2408,"2,8"
A2-2425,"2,9"
A2-2446,"2,8"
A2-2473,"2,8"
A2-2491,"2,9"
A2-2492,"2,9"
A2-2750,B A I X A
A2-2755,"2,8"
E2   -   3º PEL / 1ª CIA,
Nº,TRAB
E2-1086,3
E2-1164,3
E2-1206,3
E2-1219,3
E2-1301,3
E2-1351,3
E2-1471,3
E2-1489,3
E2-1532,3
E2-1569,3
E2-1616,3
E2-1655,3
E2-1672,3
E2-1680,3
E2-1704,3
E2-1717,3
E2-1729,
E2-1733,3
E2-1738,3
E2-1749,3
E2-1757,3
E2-1760,3
E2-1768,3
M2   -   4º PEL / 2ª CIA,
Nº,TRAB
M2-2026,3
M2-2073,3
M2-2104,3
M2-2119,3
M2-2137,3
M2-2201,3
M2-2225,3
M2-2271,"2,9"
M2-2317,"2,9"
M2-2380,"2,9"
M2-2494,"2,9"
M2-2503,3
M2-2529,3
M2-2551,"2,9"
M2-2556,3
M2-2637,3
M2-2648,3
M2-2663,"2,9"
M2-2668,3
M2-2669,3
M2-2752,"2,9"
E3   -   2º PEL / 2ª CIA,
Nº,TRAB
E3-2091,3
E3-2168,"2,9"
E3-2236,"2,9"
E3-2276,"2,9"
E3-2303,3
E3-2359,"2,9"
E3-2493,"2,9"
E3-2536,3
E3-2581,3
E3-2617,"2,9"
E3-2660,"2,9"
E3-2673,3
E3-2710,"2,9"
E3-2718,3
E3-2730,3
E3-2744,3
E3-2746,3
E3-2765,"2,9"
E3-2772,3
E3-2773,"2,9"
E3-2774,"2,9"
E3-2776,3
E4   -   3º PEL / 2ª CIA,
Nº,TRAB
E4-2035,"2,8"
E4-2075,"2,8"
E4-2077,"2,8"
E4-2173,"2,8"
E4-2208,"2,8"
E4-2241,"2,8"
E4-2279,"2,8"
E4-2313,"2,8"
E4-2391,"2,9"
E4-2504,"2,9"
E4-2545,"2,8"
E4-2611,"2,9"
E4-2662,"2,9"
E4-2674,"2,8"
E4-2693,"2,9"
E4-2713,"2,9"
E4-2719,"2,8"
E4-2747,"2,8"
E4-2753,"2,8"
E4-2770,"2,8"
E4-2771,"2,8"
