A1   -   1º PEL / 1ª CIA,
Nº,NOTA
A1-1028,7
A1-1087,"6,3"
A1-1106,"3,5"
A1-1143,"6,3"
A1-1179,"4,9"
A1-1210,7
A1-1267,"4,2"
A1-1310,"2,4"
A1-1360,"3,5"
A1-1412,"3,8"
A1-1416,"5,6"
A1-1438,"5,5"
A1-1452,"4,5"
A1-1460,"6,3"
A1-1503,"5,9"
A1-1516,"5,9"
A1-1527,"5,6"
A1-1536,"6,3"
A1-1554,"5,9"
A1-1576,"6,3"
A1-1608,"3,1"
A1-1620,"4,5"
A1-1630,"6,3"
A1-1971,"4,9"
E1   -   2º PEL / 1ª CIA,
Nº,NOTA
E1-1013,"6,3"
E1-1047,"5,6"
E1-1072,"6,6"
E1-1112,7
E1-1131,"5,9"
E1-1154,"5,9"
E1-1209,"5,6"
E1-1232,"5,9"
E1-1362,"3,8"
E1-1388,"5,6"
E1-1459,7
E1-1567,7
E1-1647,"4,5"
E1-1660,"3,5"
E1-1678,"5,9"
E1-1710,"6,3"
E1-1742,"6,3"
E1-1776,"4,1"
E1-1793,"4,2"
E1-1797,baixa
E1-1827,"4,5"
E1-1860,"5,6"
E1-1970,"4,9"
M1   -   3º PEL / 1ª CIA,
Nº,NOTA
M1-1018,"6,3"
M1-1119,"5,6"
M1-1159,"5,6"
M1-1194,"5,6"
M1-1229,7
M1-1244,"5,6"
M1-1266,"4,5"
M1-1292,"6,3"
M1-1376,4
M1-1423,"4,5"
M1-1430,"2,4"
M1-1436,"4,5"
M1-1450,"3,5"
M1-1461,"3,8"
M1-1485,"1,7"
M1-1500,"5,6"
M1-1517,"3,5"
M1-1616,"5,6"
M1-1646,"5,6"
M1-1663,"3,9"
M1-1667,"3,8"
M1-1677,"6,3"
M1-1972,"5,6"
A2   -   1º PEL / 2ª CIA,
Nº,NOTA
A2-2014,"4,2"
A2-2033,7
A2-2077,"4,5"
A2-2125,"5,2"
A2-2138,"4,2"
A2-2144,"5,6"
A2-2180,"3,1"
A2-2186,"5,9"
A2-2207,"5,6"
A2-2247,"3,5"
A2-2274,"4,2"
A2-2375,7
A2-2392,"6,3"
A2-2414,"5,5"
A2-2437,"6,6"
A2-2445,"5,6"
A2-2456,"3,3"
A2-2498,"4,9"
A2-2515,"5,2"
A2-2534,"5,6"
A2-2536,"4,5"
A2-2552,"1,7"
A2-2568,"4,5"
A2-2580,"5,5"
A2-2614,"6,3"
A2-2624,"5,9"
A2-2630,"5,6"
E2   -   3º PEL / 1ª CIA,
Nº,NOTA
E2-1016,"6,3"
E2-1073,"3,4"
E2-1133,7
E2-1177,"5,9"
E2-1216,"4,9"
E2-1233,"4,8"
E2-1329,"5,1"
E2-1339,"4,5"
E2-1368,"5,6"
E2-1406,"5,9"
E2-1477,"4,2"
E2-1530,"5,6"
E2-1596,"6,3"
E2-1669,"5,9"
E2-1680,"5,9"
E2-1718,"5,2"
E2-1746,"6,3"
E2-1777,"4,9"
E2-1794,"5,2"
E2-1814,"6,6"
E2-1828,"5,2"
E2-1878,"1,6"
M2   -   3º PEL / 2ª CIA,
Nº,NOTA
M2-2003,"3,4"
M2-2126,"6,3"
M2-2197,7
M2-2269,"5,6"
M2-2311,"4,9"
M2-2349,"5,6"
M2-2398,"2,1"
M2-2425,"4,2"
M2-2432,"5,9"
M2-2447,"2,1"
M2-2453,"5,6"
M2-2473,"4,2"
M2-2492,"2,1"
M2-2504,"4,9"
M2-2523,"1,7"
M2-2579,"6,3"
M2-2643,"5,6"
M2-2649,7
M2-2666,"2,8"
M2-2671,"5,6"
M2-2689,"3,1"
M2-2705,7
M2-1691,"4,2"
E3   -   2º PEL / 2ª CIA,
Nº,NOTA
E3-2025,"6,3"
E3-2054,"4,9"
E3-2074,"5,9"
E3-2121,"4,9"
E3-2149,"6,3"
E3-2172,"5,6"
E3-2218,"5,6"
E3-2251,"5,6"
E3-2334,"6,3"
E3-2369,"4,9"
E3-2426,"5,9"
E3-2484,"4,9"
E3-2543,"6,3"
E3-2604,"5,6"
E3-2656,"6,3"
E3-2672,"2,8"
E3-2686,"5,6"
E3-2722,"6,3"
E3-2759,"6,3"
E3-2783,"5,5"
E3-2795,"3,8"
E3-2815,"6,3"
E3-2852,"4,9"
E3-2898,"5,6"
E4   -   3º PEL / 2ª CIA,
Nº,NOTA
E4-2036,"4,2"
E4-2153,"6,3"
E4-2174,"4,5"
E4-2228,"6,6"
E4-2261,7
E4-2350,"5,9"
E4-2370,"5,6"
E4-2440,"3,5"
E4-2499,"6,6"
E4-2526,"2,8"
E4-2546,"5,6"
E4-2621,"3,5"
E4-2657,"5,2"
E4-2673,"4,9"
E4-2702,"5,6"
E4-2775,"6,3"
E4-2790,"4,2"
E4-2796,"5,9"
E4-2822,"4,2"
E4-2855,"5,9"
E4-2939,"6,3"
